##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	SRR492407_1.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	45521342
Sequences flagged as poor quality	0
Sequence length	101
%GC	39
>>END_MODULE
>>Per base sequence quality	fail
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	37.329081510821894	39.0	37.0	39.0	34.0	39.0
2	37.12044379095853	39.0	37.0	39.0	34.0	39.0
3	37.11910457297151	39.0	37.0	39.0	34.0	39.0
4	37.113507637802066	39.0	37.0	39.0	34.0	39.0
5	36.886814167297615	38.0	37.0	39.0	33.0	39.0
6	36.91015741583365	39.0	37.0	39.0	33.0	39.0
7	36.84175145803039	38.0	36.0	39.0	33.0	39.0
8	36.80805091378897	38.0	36.0	39.0	33.0	39.0
9	36.743059178703476	38.0	36.0	39.0	33.0	39.0
10-11	36.662652652024185	38.0	36.0	39.0	32.5	39.0
12-13	36.52649159596393	38.0	36.0	39.0	32.0	39.0
14-15	36.459125655829745	38.0	36.0	39.0	31.0	39.0
16-17	36.35678655958781	38.0	36.0	39.0	31.0	39.0
18-19	36.2213856634543	38.0	36.0	39.0	31.0	39.0
20-21	36.187306340836784	38.0	36.0	39.0	31.0	39.0
22-23	36.09768467502562	38.0	36.0	39.0	31.0	39.0
24-25	35.984511254083856	38.0	35.0	39.0	31.0	39.0
26-27	36.06333237056148	38.0	36.0	39.0	31.0	39.0
28-29	35.91376891964214	38.0	35.5	39.0	31.0	39.0
30-31	35.854797811101434	38.0	35.5	39.0	31.0	39.0
32-33	35.753804358404025	38.0	35.0	39.0	30.0	39.0
34-35	35.58696591150586	37.0	35.0	39.0	30.0	39.0
36-37	35.48394494828382	37.0	35.0	39.0	30.0	39.0
38-39	35.19047562349985	37.0	35.0	39.0	29.0	39.0
40-41	34.86315188159435	37.0	34.0	39.0	28.0	39.0
42-43	34.595033863456834	37.0	34.0	39.0	27.0	39.0
44-45	34.41833705166249	37.0	34.0	39.0	27.0	39.0
46-47	34.30168444946109	37.0	34.0	39.0	27.0	39.0
48-49	34.06087383144372	37.0	33.0	39.0	26.0	39.0
50-51	33.885874673905704	37.0	33.0	39.0	26.0	39.0
52-53	33.61065750214482	36.0	33.0	39.0	25.0	39.0
54-55	33.17292979851077	36.0	32.5	38.5	24.0	39.0
56-57	32.90528472337217	36.0	32.0	38.0	23.0	39.0
58-59	32.73262027292605	36.0	32.0	38.0	23.0	39.0
60-61	32.539391160743904	36.0	32.0	37.5	22.0	39.0
62-63	32.20921463607114	36.0	31.5	37.0	21.0	39.0
64-65	31.88665920701547	35.5	31.0	37.0	20.0	39.0
66-67	31.583245118300773	35.5	30.5	37.0	18.0	39.0
68-69	31.090427727284492	35.0	30.0	37.0	16.5	39.0
70-71	30.434856764547934	34.5	29.5	37.0	12.5	39.0
72-73	29.53976705036508	34.0	27.5	36.0	8.5	38.0
74-75	29.132908438859296	33.5	27.0	36.0	4.5	37.0
76-77	30.459952619586655	35.5	29.0	37.5	2.0	39.0
78-79	30.115982059579878	35.0	29.0	37.0	2.0	39.0
80-81	30.022608208694727	35.0	28.5	37.5	2.0	39.0
82-83	29.855282616668024	35.0	28.5	37.0	2.0	39.0
84-85	29.408319805246514	35.0	27.5	37.0	2.0	39.0
86-87	28.669787920575803	34.5	26.5	37.0	2.0	39.0
88-89	28.19475794452633	34.0	25.5	37.0	2.0	39.0
90-91	27.560891416601912	34.0	24.5	37.0	2.0	39.0
92-93	26.821256829379067	33.0	21.5	36.5	2.0	38.5
94-95	25.833919516256792	32.5	17.5	36.0	2.0	38.0
96-97	24.11089762028545	31.5	2.0	36.0	2.0	37.0
98-99	23.553863394449138	31.0	2.0	36.0	2.0	37.0
100-101	22.416987058509832	29.5	2.0	35.5	2.0	37.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	0.2726914373054967
1101	2	0.35315948804820607
1101	3	0.32739568547457054
1101	4	0.3414255841453766
1101	5	0.42942975718155196
1101	6	0.4467350092162192
1101	7	0.47860788902581675
1101	8	0.4945764970274169
1101	9	0.5313792661272103
1101	10-11	0.541799684833137
1101	12-13	0.6097159520607249
1101	14-15	0.5882642044824138
1101	16-17	0.6026750345092182
1101	18-19	0.5962884564859152
1101	20-21	0.33889452448028834
1101	22-23	0.2410055892427394
1101	24-25	0.2352759437708727
1101	26-27	0.2542050244215943
1101	28-29	0.25881859026339527
1101	30-31	0.24778279676574044
1101	32-33	0.25516733769647004
1101	34-35	0.3341702234754891
1101	36-37	0.23559280428573004
1101	38-39	0.39499411071376045
1101	40-41	0.6260579594147728
1101	42-43	0.6472754333876978
1101	44-45	0.5375326256674668
1101	46-47	0.31630655537625074
1101	48-49	0.3130719840149325
1101	50-51	0.295776057230853
1101	52-53	0.3912032310368332
1101	54-55	0.6096001419106827
1101	56-57	0.44956749153936926
1101	58-59	0.31452675073342107
1101	60-61	0.28532102508599877
1101	62-63	0.3373121951656941
1101	64-65	0.46381766313095696
1101	66-67	0.42132059029038516
1101	68-69	0.49602849176881136
1101	70-71	0.7362941632500011
1101	72-73	0.9623030657145506
1101	74-75	1.0006983626766939
1101	76-77	0.9853244646575483
1101	78-79	1.0095198812813102
1101	80-81	0.9560771352478206
1101	82-83	0.932690648018422
1101	84-85	1.0109773166313012
1101	86-87	1.0342167201598649
1101	88-89	0.8918259039800596
1101	90-91	0.7676739454523016
1101	92-93	0.8160315237071138
1101	94-95	1.0197793111172864
1101	96-97	1.1227049387740173
1101	98-99	1.0221130962554277
1101	100-101	1.0507149190582084
1102	1	0.2950149096278949
1102	2	0.3829010327085598
1102	3	0.37531238511612486
1102	4	0.3551110287271797
1102	5	0.3111415657344594
1102	6	0.2360378107929506
1102	7	0.2638990127411631
1102	8	0.22544221938667874
1102	9	0.22267440835842933
1102	10-11	0.07696042155426142
1102	12-13	0.08308299100031036
1102	14-15	0.06129111751003791
1102	16-17	0.10930882780725426
1102	18-19	0.03293579440143901
1102	20-21	0.19039507403856248
1102	22-23	0.3618113702858494
1102	24-25	0.42466605114912426
1102	26-27	0.6561702117002142
1102	28-29	0.6792503864842558
1102	30-31	0.6803540974605653
1102	32-33	0.6953200374392239
1102	34-35	0.702410083444434
1102	36-37	0.6448084624976858
1102	38-39	0.43534400549273045
1102	40-41	0.19251916454442153
1102	42-43	0.09558057759751648
1102	44-45	0.13776771936603893
1102	46-47	0.28410509236635306
1102	48-49	0.3059595140428044
1102	50-51	0.399285960495412
1102	52-53	0.36897985124037547
1102	54-55	0.20580654742312987
1102	56-57	0.198085304605371
1102	58-59	0.5037249276809064
1102	60-61	0.5173521925615461
1102	62-63	0.6605395397982647
1102	64-65	0.6443936969021031
1102	66-67	0.650292337192397
1102	68-69	0.5684284606374064
1102	70-71	0.24677498109631912
1102	72-73	-7.125846542948011E-4
1102	74-75	-0.09892953875409916
1102	76-77	-0.18797208048484393
1102	78-79	-0.15204885732050144
1102	80-81	-0.2186838559035884
1102	82-83	-0.11477611341348393
1102	84-85	-0.1145103578168083
1102	86-87	-0.08769156014642832
1102	88-89	0.0836925144708971
1102	90-91	0.3653853603124162
1102	92-93	0.5106791695689594
1102	94-95	0.6942900652919839
1102	96-97	0.5555739113590796
1102	98-99	0.4654264397153547
1102	100-101	0.522618322528146
1103	1	0.23107350050733544
1103	2	0.2754381452878718
1103	3	0.2573380113530419
1103	4	0.24607579448195338
1103	5	0.3436629915827254
1103	6	0.3089151395645402
1103	7	0.34368697068693166
1103	8	0.28003848999289005
1103	9	0.37348953133937357
1103	10-11	0.3512405705133972
1103	12-13	0.39422911854784104
1103	14-15	0.3738327685289988
1103	16-17	0.408367407879652
1103	18-19	0.3780189409228498
1103	20-21	0.40001387055367843
